Implicit,Explicit,racenum,sexnum,politics,datecode,age,year,education,numiats,religiosity
0.650347604550222,4,6,1,4,2467,17,2013,3,1,2
-0.17464172107913956,4,6,0,4,3215,20,2015,5,5,1
-0.11074548802558445,4,6,1,4,3175,21,2015,5,1,2
0.6489485942488696,7,6,0,4,1200,18,2010,3,1,2
0.6559252957693816,7,6,1,4,774,15,2009,3,NA,2
0.15102335271595613,4,6,1,4,1038,32,2009,7,2,2
0.8472413414607751,6,6,0,NA,80,17,2007,3,2,NA
0.7032944654643065,7,5,1,4,443,19,2008,4,3,2
-0.3468701193645798,5,6,0,4,159,50,2007,9,NA,NA
0.20811286141242685,4,6,0,4,2111,28,2012,7,1,NA
-0.01919686307750804,4,6,1,4,2529,19,2013,5,2,2
0.47790459156857423,5,6,1,4,157,30,2007,9,1,NA
0.35416991832516564,4,5,1,4,1159,19,2010,5,1,2
0.6502420683561274,4,4,1,4,30,22,2007,6,2,4
0.8844434935572241,4,9,1,4,2108,22,2012,6,2,2
0.26618855256506047,4,2,1,4,1794,15,2011,3,3,3
0.7181255130179862,4,5,1,4,1039,41,2009,5,1,4
-0.0736376613843755,4,6,0,4,3103,23,2015,6,2,3
0.06429677647257762,1,6,0,4,1181,65,2010,9,2,3
-0.5653937783068862,3,8,1,4,140,20,2007,5,4,NA
-0.07895803130369011,4,6,0,4,2215,17,2013,3,1,NA
0.40413146534946454,3,6,0,4,1007,54,2009,7,2,4
0.6091915774124307,7,6,0,4,2312,19,2013,5,1,3
-0.1883294343088957,5,6,1,4,406,22,2008,8,1,NA
0.7705988811697855,7,6,1,4,162,35,2007,7,2,3
-1.2085002907928828,4,6,1,NA,1914,17,2012,5,3,3
-0.47002277371789014,4,6,1,4,2919,49,2014,10,2,2
0.50788824626288,7,5,1,NA,3013,22,2015,5,2,4
-0.12446277822680907,3,6,1,4,158,17,2007,4,1,2
0.1059700583705909,4,6,1,4,2363,21,2013,5,2,3
1.0785904498205465,4,6,0,4,2191,25,2012,9,2,NA
0.35807284133740813,6,6,1,4,3185,23,2015,3,3,3
0.6133755912996794,4,8,1,4,2470,20,2013,4,1,2
-0.4535003606846863,4,6,1,4,3006,30,2015,5,3,2
0.45439942669868383,7,6,1,4,1249,18,2010,4,2,NA
0.40823649298927545,4,6,1,4,2873,25,2014,6,2,NA
0.05363171510041917,4,6,1,4,688,22,2008,7,2,3
0.7883072966634822,4,6,1,NA,1859,18,2012,5,2,2
-0.1475646390263932,4,6,0,NA,1836,15,2012,5,2,1
0.1292081137794377,4,6,1,4,434,20,2008,5,1,NA
0.8212303947542331,7,6,1,4,1960,40,2012,4,2,4
-0.0677637277811201,6,6,0,4,288,36,2007,7,1,3
-0.06971602447640225,5,6,0,4,2189,22,2012,7,4,1
-0.8228492970151347,4,6,0,4,1420,19,2010,5,1,NA
0.953228447276864,6,6,1,4,810,16,2009,3,1,3
0.5966942328408364,5,6,1,4,3181,21,2015,7,1,3
0.23370277839075648,4,NA,NA,NA,1158,NA,2010,NA,NA,NA
0.19896866793457077,7,6,1,4,2305,18,2013,4,2,2
0.17414907722708894,3,6,0,4,1080,40,2009,8,1,NA
-0.07788197064106626,3,6,1,NA,2137,19,2012,5,1,2
0.8117387889793729,4,6,1,4,1416,19,2010,5,1,2
0.4577048530796361,6,7,1,NA,1884,11,2012,6,NA,2
0.4443663374352711,4,6,1,4,2326,23,2013,6,2,2
0.12360861061089069,4,6,1,NA,1746,11,2011,3,3,1
0.2152386656903031,3,6,0,4,3188,50,2015,7,2,2
0.543897967754212,4,6,1,4,2138,14,2012,3,2,2
0.5548150776138481,4,1,0,4,1115,18,2010,3,1,NA
0.840325595077709,7,6,1,4,162,15,2007,3,3,NA
-0.24335509723459348,4,6,1,4,3265,29,2015,7,1,1
0.8816052906895755,4,6,1,NA,1878,22,2012,5,2,1
0.5492213467949757,4,5,0,4,745,44,2009,8,5,3
1.1098347889769078,4,6,0,NA,1907,15,2012,5,2,3
0.028642732507409226,4,6,1,4,17,36,2007,10,3,NA
0.5339544340244673,4,NA,NA,NA,1890,NA,2012,NA,NA,NA
1.1250194590480984,4,6,0,4,887,42,2009,6,1,1
-0.25095601353927743,4,1,1,4,669,36,2008,10,1,NA
-0.33770684284094765,3,6,0,4,1358,25,2010,10,1,NA
0.6475946652068804,4,2,1,4,72,20,2007,5,1,NA
1.0017934445148575,7,6,0,4,463,19,2008,3,3,3
0.1504214639268472,4,6,1,4,1410,17,2010,3,1,4
0.06915362889506643,5,6,1,NA,1747,13,2011,5,NA,2
0.37999308847972274,4,6,1,4,2662,22,2014,5,2,2
0.5478277692419591,4,6,1,4,2118,17,2012,3,2,3
-0.6671043879752654,3,8,1,4,3194,22,2015,7,4,NA
0.5103401379695591,4,6,1,4,2809,24,2014,5,4,NA
-0.24489114466384143,6,6,1,4,1017,39,2009,9,4,1
0.8098157958019363,4,6,0,4,2900,17,2014,4,2,NA
1.069013758948734,5,3,0,NA,3268,43,2015,9,1,NA
-0.8940993364199784,4,6,0,4,1403,28,2010,7,1,NA
0.16561168234659615,4,6,0,4,1610,19,2011,5,2,NA
0.26785580923547303,4,5,1,4,997,20,2009,5,3,3
0.8094909693242401,6,8,1,4,3090,19,2015,7,1,4
0.29272010911248264,6,6,0,4,707,18,2008,5,1,3
0.32904859049762086,4,6,1,4,331,18,2007,5,3,3
-0.37990206352862355,4,NA,NA,NA,3207,NA,2015,NA,NA,NA
-0.23595367518338523,4,6,1,4,73,19,2007,5,2,NA
0.33706637149412805,4,6,1,4,2312,18,2013,5,2,NA
0.8383518040343665,4,6,1,4,1232,26,2010,4,1,1
0.21349368102128136,4,7,1,NA,2033,21,2012,5,1,NA
0.37119678433186665,4,6,1,4,2656,18,2014,5,1,1
0.1411554827222583,4,6,1,NA,1501,19,2011,5,3,NA
0.0724773866878864,4,6,0,4,3176,26,2015,7,2,1
0.31671403506113516,4,6,0,4,741,32,2009,6,1,NA
0.4459265145668039,5,8,1,4,2942,22,2015,5,3,2
-0.23139355836247139,4,6,1,NA,1856,21,2012,5,2,1
