implicit,explicit,raceomb,sex,politics,year,age,education
-0.211925622,3,6,f,5,2015,24,7
0.219287866,5,NA,m,5,2015,38,10
0.470902878,4,6,m,4,2010,21,7
0.071137283,5,6,f,5,2014,30,6
0.437026622,4.5,6,m,1,2009,32,10
-0.187765361,4,6,f,7,2013,49,10
0.450013944,5.5,6,m,5,2013,30,7
0.524602089,5,1,f,6,2008,17,5
-0.512390832,4,6,f,NA,2015,19,NA
0.407189197,4,6,m,4,2011,41,9
0.257594298,4,6,f,3,2012,28,8
-0.369718571,4,6,f,7,2010,32,10
0.877855608,4,6,m,4,2010,30,9
0.610873813,5,6,f,4,2008,19,5
0.512424673,6,9,m,2,2014,18,4
-0.166382131,4,6,f,4,2009,22,5
-0.037902812,4.5,6,.,7,2011,NA,9
0.242334199,4.5,6,f,5,2011,47,6
1.079553416,5.5,6,m,2,2013,21,5
0.19638189,4.5,3,f,6,2007,19,5
-0.156142716,4.5,6,f,4,2014,21,5
0.519002397,4,6,m,4,2009,20,5
0.746957341,4.5,6,m,7,2011,61,5
0.561978557,4,6,m,7,2014,36,10
0.085779398,4.5,5,f,4,2012,54,5
0.601806435,5.5,6,f,6,2015,22,8
0.225218433,6,6,f,3,2010,42,10
0.44044378,4,NA,.,NA,2014,NA,NA
-0.106018241,4,6,f,6,2014,20,5
0.73953089,4,9,f,4,2009,25,6
-0.033773917,5,6,f,6,2007,23,8
0.542475834,7,5,m,4,2014,25,6
0.536294323,6,6,f,6,2009,37,10
0.151698707,4,9,f,4,2009,55,8
0.082505748,5.5,6,m,7,2015,20,4
-0.157756949,4.5,6,f,4,2013,26,5
0.107313798,4.5,1,f,6,2010,30,6
0.331248597,4,6,f,4,2012,20,5
-0.208329347,4,6,f,6,2014,29,9
0.737997804,6,6,m,5,2009,30,7
0.619278315,6,3,f,6,2011,19,4
0.456509827,6,6,m,6,2007,44,7
0.514157579,4.5,6,f,4,2008,34,9
0.308733857,4.5,6,m,3,2010,17,4
-0.136514271,4,6,f,6,2013,18,5
0.235130785,4.5,9,f,7,2008,21,5
0.42130909,6,6,f,4,2013,47,6
0.467599976,5,NA,.,NA,2009,NA,NA
0.043608,5.5,6,f,6,2012,19,5
-0.120091669,4,NA,.,NA,2014,NA,NA
0.332339458,5,NA,m,3,2014,37,8
-0.207948219,4,6,f,5,2011,17,3
0.348444847,4.5,6,f,4,2011,19,5
0.442399712,5,6,f,6,2015,51,8
0.369554344,5,8,m,7,2015,29,9
0.144797867,5,6,f,6,2008,26,9
0.775205265,5,6,f,6,2007,58,7
1.108429343,6,6,f,6,2011,56,10
0.282236831,7,NA,.,NA,2009,NA,NA
0.118980537,4,6,f,2,2007,21,8
0.253523591,6,9,m,7,2010,19,5
0.852963655,4,6,f,4,2007,60,NA
0.402240322,4.5,6,f,2,2014,18,3
0.303954803,5.5,6,.,5,2015,24,NA
0.657996384,4.5,6,m,1,2015,21,5
0.926330266,6.5,6,f,6,2015,27,9
0.532578436,6,6,f,7,2007,24,7
-0.16768431,5,NA,.,NA,2013,NA,NA
-0.363327438,4,3,f,3,2015,18,4
0.837688641,4,6,m,4,2014,23,5
-0.186607591,4.5,6,f,7,2012,21,5
0.345274928,4.5,6,f,3,2011,58,5
0.830702507,4,5,f,3,2009,18,5
0.256807302,5.5,6,f,6,2011,55,10
0.872795575,4,6,.,2,2010,23,5
0.79237719,4,6,f,6,2012,24,4
-0.020151324,4,6,m,7,2013,17,4
0.6110896,4.5,6,f,NA,2014,29,9
0.73141283,6,8,f,5,2008,17,3
-0.079343582,4,6,f,4,2014,45,9
0.551896993,5,6,m,5,2012,19,5
0.748136305,5,6,f,2,2014,21,7
1.01233005,4,6,f,2,2014,23,6
0.032503938,4,6,f,4,2007,54,5
-0.00340789,4,NA,.,NA,2009,NA,NA
0.349341077,4,6,f,5,2014,20,5
0.066911566,5,6,f,4,2014,22,5
0.669617938,5.5,6,m,1,2015,42,7
-0.330031326,4,3,f,4,2014,23,7
0.655977055,5,6,.,7,2012,21,7
0.811744016,4.5,6,f,2,2013,19,5
0.377815071,5.5,6,f,7,2012,22,7
0.482514772,4,6,f,7,2014,25,7
0.432222442,7,6,f,7,2009,35,6
0.490872705,5,6,f,7,2015,48,9
0.147853566,5,5,f,5,2007,36,5
0.044047106,4,6,f,7,2012,14,3
-0.378031606,4,6,f,4,2009,35,6
0.540885653,5,6,m,4,2007,24,5
0.280267002,5,6,f,5,2011,26,8
-0.06729267,4,6,m,6,2012,17,3
-0.208690237,4.5,9,.,6,2010,18,7
0.376981566,5,2,m,6,2012,19,5
-0.47322091,5,6,m,7,2010,19,5
0.439930497,7,6,m,2,2008,42,4
0.256670361,5,9,f,4,2008,16,3
0.580008065,5,8,f,3,2015,52,8
0.184295524,4.5,2,f,4,2015,22,9
0.231476447,4.5,NA,.,NA,2012,NA,NA
0.451821438,5,5,f,5,2012,16,3
0.680633486,5,6,f,6,2015,45,9
0.716114171,4,6,f,6,2007,26,9
-0.167641152,4,6,m,2,2010,20,6
0.420554921,5,6,f,5,2015,41,7
-0.045075571,5.5,6,f,6,2013,29,10
-0.008241418,6,6,f,4,2013,33,5
-0.396782034,3.5,6,f,5,2011,34,7
0.229636793,4.5,6,m,7,2013,38,10
0.501411434,3.5,2,f,5,2007,18,5
0.43125145,4,6,f,5,2011,24,6
0.426524485,5,6,f,7,2010,26,7
0.254125031,5,6,f,7,2014,25,8
0.555307476,6,NA,.,NA,2009,NA,NA
-3.51057e-4,6,6,m,7,2009,NA,10
-0.402113776,4,6,f,6,2015,19,7
-0.269925679,4.5,NA,.,NA,2015,NA,NA
0.599898625,5,6,f,3,2012,40,7
-0.08607156,5.5,5,f,4,2010,42,7
0.477491426,4,5,f,4,2015,58,7
0.644367491,4,8,f,6,2007,45,6
0.426880504,4.5,6,f,6,2009,25,9
0.035845818,4.5,6,f,2,2013,17,4
0.325965472,5,6,f,7,2009,35,5
0.796176684,5.5,6,f,2,2015,21,5
1.043277525,6,6,m,4,2014,26,10
-0.076313253,4.5,6,f,6,2014,18,5
0.451007175,4,6,f,5,2007,21,8
0.327884819,4,6,f,6,2009,31,7
0.418104103,4,6,f,5,2014,18,4
0.72475027,6,5,f,3,2008,18,3
1.066220138,4.5,8,m,7,2007,28,5
-0.141681138,6,5,f,NA,2008,19,5
0.37539133,4,6,f,4,2010,16,3
0.361560475,4,9,m,6,2009,19,5
1.10949681,4,3,m,5,2012,21,7
-0.207659853,5,6,f,6,2015,19,5
0.511948732,4,2,f,4,2008,20,7
0.448338793,4,6,f,6,2007,24,5
0.274421405,5,6,f,7,2013,34,10
-0.046964697,4,6,f,5,2011,19,5
0.680475399,4.5,5,m,4,2015,21,4
0.919214032,5.5,7,m,6,2009,19,5
0.169694426,6,6,f,4,2010,20,5
-0.18290295,4.5,6,f,4,2010,17,3
0.29553784,4,6,f,4,2011,33,6
0.574734646,4,6,m,4,2012,18,3
0.180010962,7,6,f,6,2007,25,8
-0.552664982,4,6,f,6,2010,21,5
0.72016572,6,9,f,6,2014,21,6
0.502323412,5.5,6,f,5,2008,25,7
0.029473087,4.5,7,m,6,2012,NA,6
-0.12740984,4,6,m,4,2015,25,7
0.470441758,4,6,m,4,2010,22,6
0.28240643,4.5,5,m,4,2013,17,3
0.747073935,5,6,f,4,2008,17,4
0.742244975,5,6,f,6,2014,18,4
0.623914029,5,9,f,4,2015,20,7
0.526419945,4,8,f,4,2007,47,9
0.673708223,6.5,6,f,6,2010,24,5
0.776113221,4.5,1,f,7,2007,16,3
0.923112463,5,6,f,4,2008,24,5
0.589513965,4,6,f,4,2015,20,5
0.048212751,5.5,6,f,7,2007,26,9
0.052524453,6,6,m,2,2014,39,7
0.44785512,4,8,f,4,2007,16,3
-0.318738887,4.5,6,f,6,2009,52,9
-0.087232478,5,6,f,6,2011,31,6
-0.728334316,4.5,6,f,2,2011,18,5
-0.564055608,4.5,3,f,2,2014,21,7
-0.08054863,4.5,3,f,2,2008,18,4
0.702682797,5,NA,.,NA,2013,NA,NA
0.6601739,7,1,m,4,2009,24,4
0.22235277,3.5,6,m,2,2015,20,5
0.356856366,5.5,6,f,6,2010,19,5
0.33606147200000003,4,6,m,6,2007,30,7
0.211626539,4.5,6,f,4,2015,19,5
-0.055050833,4.5,6,f,5,2015,19,5
0.551799969,5.5,6,f,7,2015,46,10
0.801029369,4.5,6,f,6,2012,60,10
0.304784369,4.5,6,f,6,2008,36,7
-0.930971368,4,6,f,6,2013,28,5
0.314565159,4,6,f,3,2013,53,5
-0.185973897,6,6,m,4,2014,20,5
0.219136416,4,NA,.,NA,2011,NA,NA
0.338729865,4,6,f,5,2015,22,7
-0.23002834,4,3,f,4,2007,18,7
-0.703882329,3.5,6,f,4,2013,26,5
0.027009616,4.5,6,m,4,2010,17,4
0.876681855,6,9,m,2,2012,21,5
0.400308448,4,8,m,7,2013,27,7
0.661189985,5,6,f,7,2010,64,10
-0.377258119,4.5,6,m,7,2015,19,3
0.699391582,5.5,6,f,6,2014,23,5
0.561127983,4.5,6,m,5,2007,23,7
0.049344099,4.5,2,f,6,2010,24,8
0.454042721,5,NA,.,NA,2014,NA,NA
0.268112881,5.5,6,m,5,2008,28,7
0.503476558,4.5,6,m,7,2011,35,5
0.141049878,6,6,f,4,2010,58,5
-0.142901047,4,3,f,4,2011,16,4
0.21521853,4.5,6,m,2,2015,24,7
0.389711386,4,6,m,7,2014,28,5
0.371396963,4,6,f,3,2015,57,9
-0.318399182,5,6,m,7,2015,NA,8
0.487312287,4.5,6,f,4,2010,19,5
0.51077167,4,3,f,7,2015,15,3
0.545347902,5,6,f,4,2014,42,9
0.226604082,5,6,f,2,2013,35,9
0.135446468,4,7,f,7,2012,20,6
0.49491985,4,6,f,7,2011,47,10
0.605091854,5,6,m,6,2010,32,9
1.256628129,6,6,f,6,2010,29,9
0.288573879,6,6,m,7,2012,30,5
-0.190719793,4,NA,f,NA,2008,17,NA
0.677611025,6.5,6,m,4,2015,35,10
0.870947794,4.5,6,f,7,2011,23,9
0.799255754,4,3,m,4,2007,23,5
0.061668145,5,6,f,6,2007,47,5
0.125276867,4,1,m,4,2009,32,5
0.615405507,7,1,f,1,2010,38,8
0.961813845,4.5,6,m,6,2015,28,10
0.352841077,4,8,f,6,2013,21,7
0.048242844,5,6,f,5,2007,26,8
0.679691371,6,6,f,4,2011,18,5
0.504767262,6,6,m,3,2014,20,7
0.204042629,4,8,f,4,2014,17,3
0.614359755,5,6,f,7,2010,59,10
0.766285712,5,6,f,6,2012,28,8
-0.04266348,5,6,f,4,2012,19,5
0.263926874,5,6,f,7,2008,31,9
0.636648242,5.5,6,m,4,2013,34,3
0.882799216,4,6,f,7,2014,19,5
-0.025911511,4,6,f,7,2015,44,7
-0.384104156,4,9,f,6,2012,22,6
-0.025156255,5,6,f,2,2012,20,5
-0.505652807,4,6,f,6,2015,19,5
0.193991435,5,6,f,2,2007,18,5
0.076638581,4.5,6,f,2,2008,22,7
-0.080997859,5.5,6,m,4,2014,20,5
0.580249416,5.5,3,m,7,2015,52,10
-0.092160407,4,6,f,6,2014,24,8
0.003535126,4,6,f,7,2015,16,3
0.81869408,7,6,.,7,2011,22,6
0.236192759,4,6,f,6,2015,26,9
0.882054089,4.5,3,f,4,2011,17,2
0.248611112,4,6,f,6,2015,20,5
0.405422501,6,6,f,4,2011,21,6
0.795123622,7,6,f,5,2007,17,3
0.571392564,5,6,f,3,2008,18,5
0.127581171,5,9,f,4,2011,18,5
0.234016168,4.5,6,f,7,2011,26,7
-0.425880119,4.5,NA,f,NA,2012,20,5
0.509084761,4,6,f,5,2013,64,9
0.875494349,5.5,6,f,3,2015,18,4
0.680056088,6.5,8,f,4,2013,18,4
0.599670802,5,6,m,7,2013,20,5
0.356444841,4.5,6,m,2,2012,35,5
0.0274094,6.5,2,f,4,2009,20,10
0.192247726,5,6,f,7,2010,32,7
0.362644242,5,6,m,3,2015,24,9
0.027494763,4.5,5,f,4,2012,20,5
0.130880354,4,6,f,NA,2013,12,NA
0.69616042,6,6,f,4,2013,27,9
0.111990196,5,6,m,7,2015,18,7
0.621006111,6,6,f,4,2013,14,3
0.984173251,4,6,f,2,2015,29,5
0.819361056,5,6,f,6,2012,23,5
0.492652774,4,6,m,4,2010,21,4
0.188346056,5,6,f,6,2009,31,10
0.358774842,4.5,NA,.,NA,2007,NA,NA
0.323975015,5,6,f,4,2015,26,6
-0.305198775,4,6,m,7,2015,19,5
-0.166206537,4,6,f,6,2014,35,10
-0.294887794,5,3,f,7,2010,17,3
-0.423882193,5,6,f,2,2008,19,5
0.746951618,6,NA,m,2,2010,17,4
-0.009798568,5,3,f,7,2015,34,7
0.315829466,4.5,6,f,4,2015,23,6
-0.244017182,7,6,f,4,2011,28,6
0.644801656,5,6,f,NA,2008,17,3
0.31238996,4,8,f,4,2008,26,9
-0.359640266,4,6,f,7,2013,17,7
0.780970226,4,6,f,4,2008,50,10
0.463886946,6.5,6,f,4,2012,24,5
0.690918105,4.5,6,f,4,2013,15,4
0.004703245,5,6,f,6,2012,18,4
-0.045874367,4,5,f,NA,2013,16,3
0.520885409,4,6,f,4,2012,32,7
0.443338769,4.5,6,f,6,2015,20,5
0.153319665,5,6,f,3,2014,19,5
0.471409547,5,9,f,4,2009,20,5
0.515058526,4,6,m,7,2008,49,5
-0.411700014,4.5,9,f,6,2013,41,10
0.097538614,4,8,f,7,2015,20,5
0.113239151,4,6,f,3,2011,23,8
0.551652284,2.5,3,f,6,2013,70,10
-0.123401481,7,9,m,4,2014,16,3
1.15715682,5.5,6,f,4,2015,33,5
0.844416173,4.5,6,f,6,2007,21,6
0.159628767,3.5,5,f,4,2008,18,5
-0.143893752,5,NA,f,3,2011,44,9
0.44235162,4,5,f,4,2011,20,5
0.489942978,5,6,.,7,2014,32,9
0.609315215,4.5,6,f,6,2011,37,5
1.164810566,6,6,f,7,2014,24,7
0.239949278,6,6,f,4,2015,19,5
0.507806682,4,6,f,4,2015,17,3
-0.380540758,5,6,f,4,2011,20,5
0.95946087,5.5,6,f,6,2009,23,7
-0.35790636,4,6,f,4,2013,47,5
-0.063187688,4.5,6,f,6,2012,51,4
-0.210704395,4,6,f,6,2009,21,7
-0.218512933,6,6,m,4,2010,18,4
-0.034162199,6,6,f,4,2011,19,7
0.375471415,4,6,f,6,2015,42,10
0.304404884,5,6,f,4,2010,16,3
0.075342913,4.5,6,m,5,2009,20,5
-0.547021247,4,6,f,7,2015,32,10
0.329703835,6,6,f,5,2011,33,9
1.407872929,5,6,f,7,2012,22,5
0.574002022,5,6,f,3,2008,20,5
0.443845201,4,6,m,2,2012,50,5
0.640946217,4,6,m,4,2015,26,7
0.540830323,5.5,9,m,5,2015,54,9
0.112991677,4,5,f,6,2014,20,7
0.141562314,4.5,NA,.,NA,2007,NA,NA
0.277619035,7,6,f,1,2012,19,5
0.451939878,4,6,f,4,2014,26,8
0.46937327,5,6,f,4,2008,24,9
0.288866893,7,6,f,7,2010,24,6
0.798245923,6,6,f,6,2013,20,7
0.119053852,4,3,f,4,2007,17,3
0.996867822,5.5,6,m,3,2014,19,7
-1.788986113,4,6,m,4,2012,21,10
0.432859505,4.5,6,m,4,2007,22,8
0.69889644,4.5,6,f,7,2015,25,8
0.469473021,4,6,f,7,2010,30,8
0.548334062,4.5,6,f,6,2015,18,5
0.531098795,4,6,m,4,2011,37,5
0.05914866,5,NA,m,NA,2014,22,NA
0.577531584,5,6,f,2,2007,28,8
0.121535557,4,8,f,4,2012,17,4
0.523446105,6.5,6,f,4,2007,21,5
-0.097068889,4,6,f,5,2011,15,3
0.062255226,5,6,f,5,2011,27,7
0.103417642,6,8,m,6,2007,21,6
-0.013369965,5.5,6,m,1,2009,23,5
-0.677895878,5,2,f,6,2010,19,5
-0.141011106,5,6,f,5,2007,21,4
0.048376454,4,6,f,4,2009,23,4
0.713125028,5,6,f,5,2009,19,3
-0.390556528,6.5,6,f,5,2012,19,5
0.256816933,4.5,6,f,5,2007,53,7
0.852610404,6,6,f,4,2014,33,9
1.121020759,5.5,6,f,7,2014,18,5
-0.329246471,3,5,f,5,2012,19,5
0.836227434,6.5,6,m,2,2015,29,6
0.622462574,5,6,m,4,2015,63,10
-0.91713887,4,8,m,7,2015,36,7
0.127227827,5.5,6,f,6,2015,19,6
0.775688677,3.5,6,f,4,2012,15,3
0.625365399,4,6,f,7,2015,17,3
0.081573537,4,8,f,7,2009,26,7
0.17133338,4,6,f,7,2015,18,4
0.291207107,5,6,m,6,2012,NA,10
-0.052287628,5.5,3,f,4,2014,27,7
0.518865604,4.5,6,f,4,2013,30,8
0.765828056,4.5,6,m,1,2011,36,7
0.799730974,4,6,m,1,2014,63,6
0.387193453,5.5,NA,.,NA,2013,NA,NA
0.392982729,6,9,f,4,2008,41,6
1.066648094,6,6,f,6,2007,19,5
0.26397061,4,6,m,5,2011,45,7
0.970843359,4,6,m,3,2015,49,8
0.570441873,4.5,3,f,7,2013,27,9
0.168856628,6,6,f,3,2014,48,7
0.646132399,6,5,f,6,2011,49,9
0.341911043,5.5,6,f,4,2010,17,5
0.601975815,5,6,m,6,2013,66,7
0.709254423,5.5,5,m,4,2015,19,5
0.520371719,4,5,m,4,2015,NA,9
0.476142149,6,9,m,4,2011,29,6
0.437816254,7,6,m,4,2012,18,3
0.215632078,4.5,6,f,2,2011,22,7
0.27141219,4,6,f,2,2011,17,4
0.028968818,6,6,m,3,2012,40,6
-0.29271787,3.5,9,m,4,2007,25,6
0.254241046,4,6,m,6,2015,29,6
-0.372727898,5,3,f,7,2015,27,9
0.053525583,5.5,6,f,4,2014,31,9
0.097751328,4,6,f,6,2011,56,5
0.21345645,4.5,6,f,4,2015,19,4
0.233871203,5,6,m,5,2010,21,5
0.659967252,4.5,5,f,6,2007,26,10
0.105989238,5,6,m,6,2009,18,7
-0.222712701,4,6,f,4,2013,22,5
0.715409699,5,6,f,NA,2010,19,5
0.099979352,5.5,6,m,4,2013,16,3
0.460185869,4.5,6,f,7,2015,19,5
0.452834773,5.5,6,f,6,2015,17,4
0.778512436,5,6,f,6,2015,20,5
-0.304107658,5,6,f,2,2011,27,8
0.333034875,4.5,1,m,4,2008,25,7
-0.229760896,4,NA,.,NA,2011,NA,NA
-0.080023473,4,6,f,5,2013,20,7
0.047821515,4,9,f,2,2011,34,7
0.124917774,4,6,m,4,2015,16,3
0.243880906,4,1,f,7,2012,30,7
0.596238977,5,6,m,4,2013,19,5
0.844847835,5,6,f,5,2008,19,6
0.44224144,4,9,f,4,2012,38,9
0.823617159,5,6,f,7,2013,17,3
0.593634328,5,6,m,4,2010,20,5
0.096069353,5,6,f,4,2011,16,NA
0.125967582,4,5,f,4,2014,15,NA
-0.170678654,5.5,6,f,NA,2011,25,NA
0.413993557,4.5,6,f,7,2009,30,10
1.000259156,5,NA,.,3,2015,NA,5
0.451494863,4.5,6,f,6,2008,18,5
0.4078606,5.5,6,f,6,2008,19,4
-0.241589563,5,6,f,6,2009,19,5
0.646836335,4.5,6,f,4,2014,22,7
0.913592,4.5,6,m,3,2010,17,3
0.297111784,4,6,m,6,2014,18,5
0.862951272,4,8,f,2,2009,16,3
0.675958417,4.5,6,f,4,2015,18,5
0.435228438,5,6,f,6,2015,31,8
0.272489549,4,6,f,4,2015,19,6
-0.010499795,6,6,m,3,2012,20,5
0.78325506,5,6,m,4,2014,26,9
0.603941611,4.5,6,f,2,2012,21,7
0.880266961,4.5,6,f,7,2015,21,7
0.392114264,4.5,6,f,6,2010,42,9
0.50098376,6.5,6,f,NA,2014,17,3
0.014784805,5.5,3,f,6,2011,18,4
0.690110977,4,6,f,6,2012,20,6
0.294017295,4,6,f,4,2007,37,5
0.420338565,7,NA,.,NA,2015,NA,NA
0.289391659,4.5,6,f,3,2015,22,8
0.194048178,4,6,f,4,2010,28,6
0.253723002,4.5,6,f,7,2009,24,7
0.191820434,5,6,m,6,2014,21,5
0.168544919,6,9,f,6,2011,46,5
0.361367444,5.5,6,f,6,2009,29,5
0.167058496,4,6,m,6,2012,30,9
0.358056923,4,6,f,6,2009,24,8
0.803487914,4,6,f,6,2008,22,5
0.242747414,4,2,f,NA,2010,18,NA
0.27237177,5,6,f,4,2007,18,5
-0.134874539,5,6,f,4,2014,33,5
0.462644833,6.5,6,f,2,2007,21,5
0.688733019,4,6,f,2,2009,20,5
0.897942171,5,6,f,6,2012,31,9
-0.148472478,4.5,6,f,7,2015,20,5
0.527355415,4,NA,.,NA,2015,NA,NA
0.030404274,4,6,f,6,2014,17,3
1.154793306,5,6,m,5,2011,24,8
0.315514274,4,8,m,NA,2015,20,5
-0.109247114,4,6,m,6,2012,49,10
1.038785425,4,6,f,6,2015,24,7
0.074241284,4,6,f,7,2013,21,6
0.27996238,5,NA,.,NA,2010,NA,NA
0.44104519,4,6,f,4,2013,19,5
0.437431642,4.5,5,f,4,2009,27,5
0.362463092,4,2,m,6,2013,18,5
0.399025297,5,6,f,6,2012,68,9
0.94308905,4.5,6,f,4,2011,20,5
0.026085959,5,6,f,7,2010,28,9
0.526528937,4,6,f,4,2012,19,5
1.048188172,5.5,6,f,2,2014,21,4
0.959768094,4.5,6,m,6,2014,62,10
-0.805475062,4,2,f,NA,2011,18,4
0.089875448,4,6,f,4,2012,37,5
0.427252254,4,6,f,7,2008,26,7
-0.083755292,5,6,f,6,2011,20,5
0.404706459,5,7,f,4,2014,18,5
0.616340769,6,6,f,NA,2010,36,NA
-0.877533583,5,2,f,4,2008,18,5
0.833641198,4,6,f,7,2007,25,5
0.399387397,5.5,6,f,7,2007,20,5
0.749482983,4,6,f,7,2014,15,3
0.597284637,4,6,f,NA,2012,20,5
0.802630546,5,NA,m,4,2013,23,7
0.535255643,4,6,m,4,2012,23,5
0.883000668,6.5,8,m,6,2015,16,3
0.087700112,6,6,f,5,2011,19,4
0.808133239,4,6,m,4,2008,65,8
0.961556814,6,6,m,2,2008,62,9
0.456533437,4,6,f,2,2008,19,5
0.294948433,4,6,f,4,2015,16,4
0.49848505,4.5,6,m,4,2015,25,7
0.338491762,5,6,f,7,2009,22,5
0.036943343,5,6,f,4,2012,17,4
0.125321334,6,6,m,6,2015,66,8
-0.188284415,4,6,f,4,2007,21,5
0.951085725,4.5,6,f,6,2009,27,9
0.540490835,5.5,6,m,NA,2015,22,7
0.930395835,5.5,NA,.,NA,2011,NA,NA
1.024047503,6,6,f,2,2007,24,7
0.041861427,5.5,5,m,4,2013,21,6
0.785262751,5.5,6,f,6,2013,20,5
-0.050952796,4,6,f,7,2014,22,5
0.388751926,5,6,f,5,2012,17,3
0.387859315,5,6,m,4,2012,25,6
0.085313054,4,6,f,6,2010,20,7
-0.512190343,6,6,f,6,2015,60,10
0.684055776,6,6,f,7,2015,34,7
-0.255637109,4,6,f,7,2008,52,6
-0.463035509,5,6,f,5,2014,24,7
0.587657018,5,2,m,2,2014,63,10
0.91988638,6,6,m,7,2010,32,9
0.581880699,4.5,6,f,5,2012,34,7
0.772867556,4,6,f,2,2013,54,9
0.53780576,4,6,f,3,2013,19,5
0.240290005,4.5,6,m,2,2008,37,10
0.833077689,5.5,6,f,4,2008,20,5
-0.338861373,4,6,f,6,2011,32,8
0.476430028,6,6,f,4,2010,20,5
0.163127471,4.5,6,m,6,2012,27,8
0.222436725,5.5,5,f,NA,2012,20,5
-0.370811036,4,6,m,3,2014,18,5
0.157016447,4,2,f,4,2011,15,3
-0.086188677,4.5,5,f,4,2009,39,5
-0.090201025,4,8,f,1,2012,18,4
0.142636831,4,6,f,6,2014,19,5
0.539959563,4.5,6,f,1,2008,37,5
0.85753004,6,6,m,6,2014,42,10
0.29967809,5.5,6,f,6,2015,48,10
-0.026830862,6.5,6,f,7,2011,16,3
0.662760781,4.5,6,m,7,2011,19,5
0.751481836,6.5,6,m,4,2012,23,7
0.785031341,5.5,6,m,2,2015,54,8
-0.331002975,5.5,9,f,2,2008,18,5
0.789507813,4.5,5,m,4,2008,43,5
0.408367942,4,5,f,4,2013,24,5
0.284300164,4,6,f,7,2008,53,10
0.236876516,6,2,m,6,2011,19,5
0.363077082,3.5,6,f,3,2009,34,9
0.945515174,5.5,6,m,6,2009,24,7
0.332886621,5.5,3,f,4,2009,21,7
-0.206610509,5,6,f,3,2013,18,5
-0.817270044,4,NA,.,NA,2011,NA,NA
0.979951488,7,5,f,4,2007,40,8
0.42147958,6,9,f,4,2012,17,3
0.32397558,4.5,6,f,6,2013,31,8
0.407538831,4,5,f,7,2014,18,NA
-0.489680803,4,6,f,5,2014,15,3
0.65410184,4,6,f,2,2007,55,8
0.703876209,5.5,5,m,6,2014,20,4
0.666259324,4,6,m,6,2015,21,5
0.060058868,5.5,2,f,4,2009,32,7
0.00650063,6,6,f,3,2015,20,5
0.701211428,4,9,f,4,2014,16,3
0.112322343,4.5,6,m,7,2008,25,7
-0.039399737,5,6,f,3,2008,19,4
-0.430164948,4,NA,.,NA,2010,NA,NA
0.577472153,5,6,f,5,2007,24,5
-0.441893407,4,NA,f,NA,2015,18,NA
1.397638388,4,6,m,6,2008,16,3
-0.019937893,5,NA,.,NA,2011,NA,NA
0.844362858,6,6,m,7,2008,56,7
0.935187582,5.5,6,m,3,2007,39,6
0.56934299,4.5,6,m,3,2014,40,9
0.60608603,4,6,f,7,2007,30,7
0.620592362,4,6,f,1,2008,41,5
0.513590014,4,6,f,4,2009,16,NA
0.360983673,4,5,f,4,2014,22,6
1.324338078,5.5,6,m,7,2013,51,10
0.523022106,4.5,6,f,4,2007,35,7
0.4350612,5.5,6,f,4,2011,20,5
0.816764693,5.5,6,m,4,2012,39,9
0.387886126,5,9,f,4,2009,17,3
-0.56869504,5.5,6,f,4,2014,21,7
1.067792148,5.5,6,f,7,2009,54,8
0.79995187,4,6,f,6,2015,17,3
0.559398135,4,6,f,4,2015,22,5
0.569391424,4.5,6,f,4,2008,20,5
0.396814019,3,6,f,4,2015,24,5
0.691484999,4,9,f,4,2014,40,10
0.858288215,4.5,6,f,3,2010,19,5
0.927902188,5,2,m,4,2010,22,7
0.097279071,6,6,f,2,2010,19,5
0.656842986,4,6,f,3,2009,31,10
-0.305598421,4.5,8,f,6,2015,32,10
0.88536219,5,6,f,6,2008,18,4
-0.988993142,5,6,f,2,2015,22,8
-0.085138017,4.5,6,f,4,2007,17,3
0.81515192,6,6,f,6,2009,21,5
0.208374811,4,8,f,NA,2011,18,4
1.201880415,7,6,m,3,2012,29,7
0.077789358,5,6,f,7,2011,53,10
0.267351318,3.5,6,f,3,2013,20,5
0.08017086,4,6,m,3,2011,34,7
0.254400688,5.5,6,f,6,2014,22,7
0.068719456,5,6,f,3,2012,42,7
0.999081765,6,6,f,6,2012,53,10
0.696139216,4,6,f,4,2014,23,5
0.754684712,5,6,f,6,2014,22,8
0.326579306,5,6,f,4,2010,52,5
0.446636864,5,6,f,6,2009,31,8
-0.002770623,4,6,f,4,2015,15,3
0.107879321,5,6,m,5,2015,20,5
0.338695482,5,3,f,6,2015,25,9
1.010183471,4.5,6,f,3,2009,19,5
0.668915998,5.5,6,f,7,2015,57,10
0.868446075,6.5,6,f,3,2013,16,3
0.457477284,4,6,f,6,2015,29,8
-0.207601207,4,6,f,4,2013,24,5
-0.272001864,4.5,6,f,6,2015,18,5
0.576740942,5,6,f,2,2015,20,6
0.103407576,5.5,6,m,4,2015,42,4
1.0947639,6,6,f,3,2011,20,5
0.059175524,5.5,6,f,7,2015,18,5
0.498958359,5,6,f,5,2012,47,10
0.342861093,4,8,f,4,2014,16,3
-0.081013044,4.5,6,m,3,2009,17,6
0.524353213,4,5,f,3,2009,22,10
0.416081359,5,6,m,4,2013,19,4
-0.002987869,4,6,f,6,2015,34,10
-0.416853355,5,6,m,3,2009,34,9
0.151398666,5,6,f,3,2008,35,9
0.143100861,6,7,f,6,2010,20,5
